Dataset,Filename,DateTime,Longitude,Latitude,LAIm,LAIe,Canopy cover (ff),Ground Cover (fc),Canopy Porosity,clumping index,k,Big gaps ,Total Gaps,Total pixels
LRC_47_SHZ_PAI_2020_09_21,IMG_3778.JPG,2020:09:21 10:42:43,140.5991056,-34.43749722,0.2606965,0.211915865,0.126091719,0.230632551,0.45327874,0.738570113,0.7,5511871.5,6260818.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3779.JPG,2020:09:21 10:42:50,140.5991667,-34.43748889,0.338031787,0.274780439,0.179171511,0.404727002,0.557302798,0.834414752,0.7,4264631,5880546.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3780.JPG,2020:09:21 10:42:57,140.5992444,-34.43749167,0.315160161,0.256188473,0.169611982,0.400367629,0.576359402,0.842484092,0.7,4295862.25,5949032.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3781.JPG,2020:09:21 10:43:04,140.599275,-34.43748056,0.318457635,0.258868935,0.167195823,0.367985308,0.545645386,0.820727001,0.7,4527854.375,5966342.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3782.JPG,2020:09:21 10:43:13,140.5993333,-34.43748611,0.354233693,0.2879507,0.185725176,0.407284525,0.543991572,0.828578712,0.7,4246308.5,5833595.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3785.JPG,2020:09:21 10:43:32,140.59935,-34.43744167,0.369884423,0.300672919,0.181214633,0.339879658,0.46682707,0.772184437,0.7,4729207.75,5865909.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3786.JPG,2020:09:21 10:43:39,140.5993194,-34.43744167,0.217864245,0.177098235,0.12089842,0.31510964,0.616329033,0.844922128,0.7,4906664.125,6298024.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3787.JPG,2020:09:21 10:43:46,140.599275,-34.43743611,0.32388543,0.263281099,0.167884197,0.357434804,0.530308198,0.81062025,0.7,4603439.875,5961410.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3788.JPG,2020:09:21 10:43:54,140.5991972,-34.43743056,0.330457959,0.268623799,0.178341529,0.424527666,0.579905991,0.849169854,0.7,4122775.875,5886492.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3789.JPG,2020:09:21 10:44:01,140.5991222,-34.43743056,0.299808852,0.243709648,0.153265631,0.315421749,0.514093016,0.792734846,0.7,4904428.125,6066140.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3790.JPG,2020:09:21 10:44:08,140.599075,-34.43744722,0.315410475,0.256391949,0.171416223,0.416955617,0.588886163,0.851667197,0.7,4177023.25,5936106.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3791.JPG,2020:09:21 10:44:14,140.5990306,-34.43744167,0.299270865,0.243272328,0.155286122,0.331479825,0.531536731,0.805564145,0.7,4789385.5,6051665.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3792.JPG,2020:09:21 10:44:22,140.5989833,-34.43743889,0.342189042,0.278159802,0.171048228,0.334528594,0.488688766,0.783164855,0.7,4767543.625,5938743.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3793.JPG,2020:09:21 10:44:29,140.5989083,-34.43745,0.30154565,0.245121462,0.163144912,0.3913251,0.583096224,0.843768743,0.7,4360644.375,5995363.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3794.JPG,2020:09:21 10:44:36,140.5988472,-34.43745556,0.264427031,0.214948352,0.146540208,0.380159537,0.614529706,0.856065754,0.7,4440636.25,6114322.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3795.JPG,2020:09:21 10:44:42,140.5987861,-34.43745,0.311584873,0.253282181,0.147085632,0.257368868,0.428502628,0.729432648,0.7,5320328.25,6110415,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3796.JPG,2020:09:21 10:44:50,140.5987389,-34.43746111,0.26856496,0.218312006,0.143182104,0.328795124,0.564524857,0.821987206,0.7,4808619.125,6138380.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3797.JPG,2020:09:21 10:44:57,140.5986944,-34.43746111,0.340575715,0.276848355,0.158191505,0.269324823,0.412636745,0.722317801,0.7,5234673.875,6030850.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3798.JPG,2020:09:21 10:45:04,140.5986333,-34.43745833,0.267702968,0.217611307,0.133022102,0.256866175,0.482134608,0.761728016,0.7,5323929.625,6211168.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3799.JPG,2020:09:21 10:45:10,140.5985861,-34.43746111,0.250813659,0.203882267,0.127813589,0.261082248,0.510447035,0.778905538,0.7,5293725,6248483,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3800.JPG,2020:09:21 10:45:17,140.5985111,-34.43746944,0.278441686,0.226340633,0.115773343,0.169338084,0.316318337,0.631277856,0.7,5950994.875,6334741.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3801.JPG,2020:09:21 10:45:27,140.5984806,-34.43746667,0.278275563,0.226205594,0.14365852,0.302769009,0.525517751,0.796158702,0.7,4995074.375,6134967.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3802.JPG,2020:09:21 10:45:35,140.5984333,-34.43748056,0.286074214,0.232544988,0.146297298,0.301340422,0.514511539,0.789866316,0.7,5005309,6116062.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3803.JPG,2020:09:21 10:45:43,140.5983583,-34.43746944,0.34086033,0.277079714,0.181933838,0.419159416,0.565955503,0.841618548,0.7,4161234.875,5860756.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3806.JPG,2020:09:21 10:46:00,140.5982972,-34.43746111,0.273696031,0.222482968,0.152892052,0.408012174,0.625275759,0.866065827,0.7,4241095.5,6068816.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3807.JPG,2020:09:21 10:46:07,140.5983583,-34.43746667,0.309687176,0.251739574,0.158892093,0.32986177,0.518307039,0.798203259,0.7,4800977.5,6025831.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3808.JPG,2020:09:21 10:46:15,140.59845,-34.43746667,0.267912279,0.217781452,0.140096309,0.305090426,0.54080398,0.804820381,0.7,4978443.375,6160487.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3809.JPG,2020:09:21 10:46:22,140.5984944,-34.43745556,0.299696931,0.243618669,0.157698844,0.349174816,0.548367074,0.81805338,0.7,4662615.75,6034380.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3810.JPG,2020:09:21 10:46:29,140.5985556,-34.43746111,0.206337653,0.167728459,0.112656177,0.278066689,0.594859143,0.827511502,0.7,5172045.75,6357073.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3811.JPG,2020:09:21 10:46:38,140.5986472,-34.43746111,0.32858849,0.267104139,0.170995047,0.367730289,0.534998742,0.81530179,0.7,4529681.375,5939124.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3812.JPG,2020:09:21 10:46:45,140.5986944,-34.43744167,0.298160305,0.242369571,0.159758628,0.372224204,0.570799999,0.834000457,0.7,4497486.25,6019623.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3813.JPG,2020:09:21 10:46:52,140.598725,-34.43743611,0.281578738,0.22889069,0.137544963,0.256461714,0.463682273,0.75072766,0.7,5326827.25,6178765.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3814.JPG,2020:09:21 10:46:58,140.5987694,-34.43743611,0.278468431,0.226362373,0.1540034,0.396685149,0.611774223,0.857957929,0.7,4322244.125,6060855,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3815.JPG,2020:09:21 10:47:05,140.5988167,-34.43744722,0.304361349,0.247410298,0.160977718,0.361463748,0.55465045,0.823823464,0.7,4574575.875,6010889.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3816.JPG,2020:09:21 10:47:12,140.5989083,-34.437425,0.288371375,0.234412312,0.150538287,0.326375475,0.538757356,0.808245514,0.7,4825953.875,6085679.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3817.JPG,2020:09:21 10:47:19,140.5989694,-34.43742778,0.254617027,0.206973963,0.139334863,0.346475354,0.59785058,0.841879355,0.7,4681955.125,6165942.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3818.JPG,2020:09:21 10:47:26,140.5990139,-34.43743056,0.244451581,0.198710639,0.129143124,0.289067734,0.55324269,0.808092467,0.7,5093232.5,6238958,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3819.JPG,2020:09:21 10:47:32,140.599075,-34.43741667,0.252597951,0.205332689,0.134854173,0.310893165,0.566236287,0.819242028,0.7,4936871.625,6198043.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3820.JPG,2020:09:21 10:47:39,140.5991222,-34.43741944,0.29169723,0.237115845,0.151949217,0.327614682,0.536195339,0.807171381,0.7,4817076,6075571.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3821.JPG,2020:09:21 10:47:46,140.5991833,-34.43741944,0.315436374,0.256413002,0.175139217,0.457355084,0.61706074,0.871992267,0.7,3887595,5909434.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3822.JPG,2020:09:21 10:47:53,140.5992278,-34.43741944,0.259572683,0.211002333,0.139282065,0.325885345,0.572604085,0.825468933,0.7,4829465.25,6166321,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3823.JPG,2020:09:21 10:48:01,140.5992889,-34.43741667,0.241479164,0.196294411,0.12494954,0.264851776,0.528228421,0.789619894,0.7,5266719.5,6269001.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3824.JPG,2020:09:21 10:48:08,140.5993333,-34.437425,0.493506338,0.401163125,0.242596306,0.458108348,0.470439019,0.804328608,0.7,3882198.5,5426161.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3827.JPG,2020:09:21 10:48:26,140.59935,-34.43736389,0.344395459,0.279953362,0.177657604,0.37372075,0.524624726,0.811353117,0.7,4486764.75,5891392.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3828.JPG,2020:09:21 10:48:33,140.5993056,-34.43736944,0.33184208,0.269748929,0.170406213,0.354504733,0.519311881,0.804251361,0.7,4624431.375,5943342.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3829.JPG,2020:09:21 10:48:40,140.5992278,-34.437375,0.240913606,0.195834679,0.123894567,0.258664833,0.521022764,0.784328812,0.7,5311043.75,6276559.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3830.JPG,2020:09:21 10:48:47,140.5991833,-34.43737778,0.317585071,0.258159642,0.162360661,0.334176721,0.514147305,0.796941265,0.7,4770064.5,6000982.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3831.JPG,2020:09:21 10:48:54,140.5991222,-34.43738611,0.397657688,0.323249346,0.211031649,0.47831452,0.558801499,0.851518706,0.7,3737438.25,5652295.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3832.JPG,2020:09:21 10:49:01,140.5990611,-34.43739444,0.290172406,0.235876341,0.14792111,0.302397682,0.51083914,0.788084007,0.7,4997734.625,6104429.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3833.JPG,2020:09:21 10:49:08,140.5990139,-34.43739722,0.275143599,0.223659673,0.148575252,0.354292722,0.580642666,0.835117988,0.7,4625950.25,6099743.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3834.JPG,2020:09:21 10:49:15,140.5989528,-34.43740556,0.331278588,0.269290875,0.176760465,0.406848709,0.565537605,0.838776426,0.7,4249430.75,5897819.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3835.JPG,2020:09:21 10:49:21,140.5988917,-34.43740833,0.295514588,0.240218912,0.145132489,0.273543741,0.469435897,0.758042251,0.7,5204448.875,6124407.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3836.JPG,2020:09:21 10:49:28,140.5988306,-34.43740556,0.259968567,0.211324141,0.144911685,0.383734712,0.622364929,0.860271715,0.7,4415023.125,6125989.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3837.JPG,2020:09:21 10:49:35,140.5987861,-34.43740833,0.272301787,0.221349611,0.135554936,0.262776236,0.484143095,0.764212615,0.7,5281589,6193022.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3838.JPG,2020:09:21 10:49:42,140.5987389,-34.43739722,0.260954911,0.212125923,0.135689634,0.291202929,0.534037536,0.798295298,0.7,5077935.625,6192057.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3839.JPG,2020:09:21 10:49:49,140.5986778,-34.4374,0.253104299,0.205744291,0.128474395,0.260040012,0.505943741,0.776134216,0.7,5301191.75,6243748.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3840.JPG,2020:09:21 10:49:56,140.5986333,-34.43739722,0.275083579,0.223610884,0.141774664,0.297573477,0.523564179,0.793985101,0.7,5032296,6148463.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3841.JPG,2020:09:21 10:50:02,140.5985861,-34.43740556,0.272875105,0.221815652,0.145338794,0.332822707,0.563314669,0.82219791,0.7,4779764.875,6122929.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3842.JPG,2020:09:21 10:50:09,140.598525,-34.43741944,0.299947496,0.243822349,0.169067029,0.466449329,0.637544704,0.882088419,0.7,3822442.375,5952936.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3843.JPG,2020:09:21 10:50:16,140.5984639,-34.43741111,0.301663607,0.245217348,0.163516972,0.394508254,0.585516981,0.845544715,0.7,4337839.75,5992698.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3844.JPG,2020:09:21 10:50:23,140.5984028,-34.43740833,0.278415161,0.226319071,0.15734048,0.438459045,0.64115125,0.878401946,0.7,4022969.25,6036947.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3845.JPG,2020:09:21 10:50:30,140.5983583,-34.43741944,0.341586764,0.277670221,0.189903038,0.498159118,0.6187904,0.880769041,0.7,3595268.375,5803664.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3848.JPG,2020:09:21 10:50:48,140.5983417,-34.4374,0.342805636,0.278661021,0.186555036,0.455703844,0.590622203,0.860450129,0.7,3899424.75,5827649.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3849.JPG,2020:09:21 10:50:55,140.5983722,-34.4374,0.283878441,0.230760081,0.161437279,0.461095648,0.649883316,0.886022598,0.7,3860797,6007597.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3850.JPG,2020:09:21 10:51:03,140.59845,-34.43739722,0.278194313,0.226139548,0.146126168,0.322020551,0.546220985,0.811210144,0.7,4857153.25,6117288.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3851.JPG,2020:09:21 10:51:10,140.5984944,-34.43740556,0.318757466,0.259112662,0.162186931,0.330102133,0.508676513,0.793080682,0.7,4799255.5,6002226.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3852.JPG,2020:09:21 10:51:17,140.5985417,-34.43739722,0.30359083,0.246783956,0.164276761,0.394226905,0.583293888,0.844453204,0.7,4339855.375,5987255,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3853.JPG,2020:09:21 10:51:25,140.5985861,-34.43738056,0.261799462,0.212812445,0.127075837,0.234023389,0.456995144,0.741606869,0.7,5487579,6253768.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3854.JPG,2020:09:21 10:51:33,140.5986944,-34.43739444,0.242550041,0.19716491,0.128736795,0.291907809,0.558981324,0.811680287,0.7,5072885.75,6241869,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3855.JPG,2020:09:21 10:51:41,140.5987389,-34.4374,0.278196268,0.226141136,0.145877954,0.320014227,0.544151662,0.80971192,0.7,4871526.875,6119067,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3856.JPG,2020:09:21 10:51:48,140.5987861,-34.43739722,0.26648629,0.21662229,0.142481812,0.329903157,0.568110188,0.824019287,0.7,4800681,6143397.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3857.JPG,2020:09:21 10:51:57,140.5988472,-34.43738056,0.233922587,0.190151795,0.128153719,0.319838264,0.599317112,0.837530765,0.7,4872787.5,6246046.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3858.JPG,2020:09:21 10:52:05,140.5988778,-34.43737778,0.239440934,0.194637568,0.123043351,0.256411167,0.520132637,0.783358826,0.7,5327189.375,6282657.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3859.JPG,2020:09:21 10:52:12,140.5989222,-34.43737778,0.277710419,0.225746198,0.138990039,0.272564875,0.490066214,0.769811155,0.7,5211461.625,6168413.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3860.JPG,2020:09:21 10:52:18,140.599,-34.43738889,0.304746887,0.247723695,0.161127177,0.3614623,0.554235181,0.823616362,0.7,4574586.25,6009819.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3861.JPG,2020:09:21 10:52:26,140.599075,-34.43737778,0.300739972,0.24446654,0.157111737,0.341287464,0.539649844,0.811906313,0.7,4719122,6038586.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3862.JPG,2020:09:21 10:52:32,140.5991361,-34.43736389,0.313034283,0.254460382,0.159016532,0.322430753,0.506819587,0.790343722,0.7,4854214.5,6024940.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3863.JPG,2020:09:21 10:52:39,140.5991667,-34.437375,0.310163384,0.252126675,0.146381345,0.256035146,0.428276363,0.728973975,0.7,5329883.25,6115460.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3864.JPG,2020:09:21 10:52:46,140.5991972,-34.437375,0.298842372,0.242924013,0.162719251,0.398168889,0.591331076,0.848970457,0.7,4311614.375,5998413.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3865.JPG,2020:09:21 10:52:54,140.5992583,-34.43735833,0.207663458,0.168806184,0.104255139,0.205842328,0.493519432,0.757404458,0.7,5689472.625,6417259.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3866.JPG,2020:09:21 10:53:02,140.5993056,-34.43735833,0.344894985,0.280359419,0.189789086,0.480657973,0.605147327,0.871738131,0.7,3720649.375,5804480.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3869.JPG,2020:09:21 10:53:23,140.5993333,-34.43733889,0.328953404,0.267400772,0.166159518,0.332575574,0.500385683,0.789139832,0.7,4781535.375,5973766.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3870.JPG,2020:09:21 10:53:30,140.5992889,-34.43733611,0.273080187,0.221982359,0.132434176,0.243475177,0.456067032,0.743182504,0.7,5419864.875,6215380.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3871.JPG,2020:09:21 10:53:38,140.5992444,-34.43732778,0.255847967,0.207974573,0.142360008,0.374585192,0.619952921,0.857489475,0.7,4480571.75,6144270.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3872.JPG,2020:09:21 10:53:45,140.5991528,-34.43731667,0.272782281,0.221740196,0.15048938,0.384407017,0.608515522,0.854134014,0.7,4410206.625,6086030,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3873.JPG,2020:09:21 10:53:52,140.5991056,-34.43733611,0.32432826,0.263641069,0.162854106,0.321665764,0.493716383,0.7829674,0.7,4859695,5997447.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3874.JPG,2020:09:21 10:53:59,140.5990611,-34.43735556,0.328742759,0.267229541,0.169267297,0.354441117,0.522438879,0.805871931,0.7,4624887.125,5951502,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3875.JPG,2020:09:21 10:54:09,140.5990306,-34.43735556,0.27011254,0.219570008,0.132425051,0.248713928,0.467560777,0.751292002,0.7,5382333.625,6215445.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3876.JPG,2020:09:21 10:54:16,140.5989528,-34.43735556,0.282469659,0.229614905,0.15078891,0.347543868,0.566129851,0.826624759,0.7,4674300.125,6083884.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3877.JPG,2020:09:21 10:54:23,140.5988917,-34.43733889,0.246020089,0.199985654,0.122871488,0.239861634,0.487740136,0.761272102,0.7,5445752.875,6283889,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3878.JPG,2020:09:21 10:54:30,140.5988472,-34.43735556,0.300407627,0.244196382,0.166903761,0.436848999,0.617937178,0.868373002,0.7,4034503.875,5968434.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3879.JPG,2020:09:21 10:54:37,140.5988,-34.43735,0.241120744,0.196003057,0.12769093,0.287726265,0.556206906,0.809383935,0.7,5102843,6249361.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3880.JPG,2020:09:21 10:54:44,140.5987556,-34.43735556,0.282794037,0.229878587,0.152095692,0.358332728,0.575546189,0.833456118,0.7,4597007,6074522.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3881.JPG,2020:09:21 10:54:51,140.5986944,-34.43735833,0.26468814,0.215160603,0.147763817,0.393400168,0.624393103,0.862964781,0.7,4345778.25,6105556.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3882.JPG,2020:09:21 10:54:59,140.5986333,-34.43734722,0.277800462,0.225819393,0.141423977,0.288206014,0.509295538,0.784119078,0.7,5099406,6150976,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3883.JPG,2020:09:21 10:55:06,140.5985861,-34.43733333,0.341089715,0.277266177,0.172702609,0.347557686,0.503096562,0.794056052,0.7,4674201.125,5926890.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3884.JPG,2020:09:21 10:55:13,140.598525,-34.43735,0.281668778,0.228963883,0.158119654,0.429625368,0.631959224,0.872947209,0.7,4086255.125,6031365.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3885.JPG,2020:09:21 10:55:20,140.5984639,-34.43735833,0.293359239,0.238466864,0.155397283,0.350421874,0.556542286,0.82243834,0.7,4653681.625,6050869,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3886.JPG,2020:09:21 10:55:27,140.5984028,-34.43735556,0.31860917,0.258992115,0.161107757,0.323251889,0.501603044,0.787678056,0.7,4848331.75,6009958.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3887.JPG,2020:09:21 10:55:35,140.5983583,-34.43735833,0.389884267,0.316930461,0.20143424,0.425364069,0.526442747,0.824193153,0.7,4116783.75,5721052.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3890.JPG,2020:09:21 10:55:52,140.5983417,-34.43732778,0.429818256,0.349392139,0.213200571,0.41015974,0.480201126,0.796954508,0.7,4225710,5636757,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3891.JPG,2020:09:21 10:55:59,140.5984194,-34.43732778,0.322193207,0.26190552,0.172465683,0.400673177,0.569560197,0.839357513,0.7,4293673.25,5928588.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3892.JPG,2020:09:21 10:56:12,140.59845,-34.43731667,0.320661294,0.260660253,0.160664317,0.315832561,0.491299071,0.780282841,0.7,4901485,6013135.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3893.JPG,2020:09:21 10:56:19,140.5984639,-34.43732778,0.262619786,0.213479273,0.108273807,0.156867867,0.309777021,0.623368066,0.7,6040333.5,6388469.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3894.JPG,2020:09:21 10:56:26,140.5985722,-34.43731944,0.298427319,0.242586623,0.13413106,0.216989501,0.381854607,0.689431909,0.7,5609612.5,6203223.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3895.JPG,2020:09:21 10:56:33,140.5986333,-34.43733889,0.263328315,0.214055224,0.106790014,0.151982333,0.297352446,0.612671239,0.7,6075334.25,6399099.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3896.JPG,2020:09:21 10:56:41,140.5986639,-34.43733611,0.232069158,0.188645173,0.113856265,0.214150263,0.468334695,0.744089229,0.7,5629953.25,6348475.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3897.JPG,2020:09:21 10:56:50,140.5987389,-34.43732778,0.205263224,0.166855073,0.104477549,0.212823799,0.509088979,0.767989403,0.7,5639456.25,6415666.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3898.JPG,2020:09:21 10:56:58,140.5987861,-34.43733333,0.243517257,0.197951143,0.134883032,0.349295172,0.613842265,0.849987038,0.7,4661753.5,6197836.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3899.JPG,2020:09:21 10:57:05,140.5988611,-34.43733611,0.254855793,0.207168051,0.123628398,0.227400962,0.456341798,0.739718464,0.7,5535023.125,6278466.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3900.JPG,2020:09:21 10:57:13,140.5988917,-34.43734722,0.224529311,0.182516157,0.119933984,0.276927634,0.566912184,0.812864637,0.7,5180206.125,6304933.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3901.JPG,2020:09:21 10:57:20,140.5989389,-34.43733333,0.278318312,0.226240344,0.147830607,0.335900092,0.559897091,0.821104816,0.7,4757718,6105077.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3902.JPG,2020:09:21 10:57:27,140.5990139,-34.43732778,0.290242303,0.235933159,0.148049178,0.303104568,0.511557418,0.788634053,0.7,4992670.375,6103512,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3903.JPG,2020:09:21 10:57:35,140.5990444,-34.43731667,0.235762994,0.191647831,0.125897593,0.290451393,0.566545053,0.815332971,0.7,5083319.75,6262209.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3904.JPG,2020:09:21 10:57:42,140.5990917,-34.437325,0.260240347,0.211545066,0.127306237,0.238055962,0.465225589,0.747498956,0.7,5458689,6252117.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3905.JPG,2020:09:21 10:57:49,140.5991222,-34.437325,0.221114551,0.179740355,0.124748069,0.345394156,0.638824032,0.860856395,0.7,4689701,6270444.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3906.JPG,2020:09:21 10:57:56,140.5991972,-34.43731389,0.233459325,0.189775217,0.124497377,0.286095404,0.564839649,0.813583944,0.7,5114526.75,6272240.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3907.JPG,2020:09:21 10:58:04,140.5992889,-34.43730833,0.323206269,0.262729021,0.159225837,0.302007685,0.472775544,0.766570127,0.7,5000528.625,6023440.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3908.JPG,2020:09:21 10:58:13,140.5993194,-34.43730556,0.328493975,0.267027309,0.167409176,0.342011415,0.510515822,0.796765931,0.7,4713935.5,5964813.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3911.JPG,2020:09:21 10:58:32,140.5993333,-34.43730278,0.388638906,0.315918127,0.198740798,0.409324767,0.514466717,0.814457044,0.7,4231691.875,5740349.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3912.JPG,2020:09:21 10:58:38,140.5993333,-34.43729722,0.275335807,0.223815916,0.141497608,0.294912156,0.520204222,0.791583056,0.7,5051362.125,6150448.5,7164160
